종목코드,종목명,현재가(원),거래량,1개월,3개월,1년,상대강도
0080G0,KODEX 방산TOP10,10490,1659028,0.028431372549019507,-0.1417116674848634,-0.060288452924840974,18
473590,ACE 미국주식베스트셀러,19470,10352,0.02554648406636817,-0.19245126503525511,-0.016914920474627615,18
245360,TIGER 차이나HSCEI,12040,4860,-0.0410195141377937,-0.0572390572390572,-0.12264082197770165,18
453660,KODEX 미국S&P500경기소비재,16640,1421,-0.04859919954259573,-0.13382957680495544,-0.06316856209886279,18
256450,PLUS 심천차이넥스트(합성),14620,1103,-0.052495139338950114,-0.30710900473933644,0.08497217068645635,17
117690,TIGER 차이나항셍30,19155,181,-0.04511465603190423,-0.05825958702064893,-0.15322045886565583,17
463640,KODEX 미국S&P500유틸리티,13380,1429,-0.04666904168151054,-0.14373480097273772,-0.0176932677483298,17
256750,KODEX 차이나심천ChiNext(합성),15215,29338,-0.05467536502019266,-0.30222426049071316,0.09303160919540221,17
461950,KODEX 2차전지핵심소재10,4895,578988,0.06877729257641918,-0.16921249151391715,0.2194818136522172,17
315270,TIGER 200커뮤니케이션서비스,18690,212,-0.07976366322008865,-0.08125645185075947,-0.1306168015629361,17
385710,TIME K이노베이션액티브,10240,16152,-0.050973123262279874,-0.2646319569120287,0.13651498335183132,16
487920,ACE 인도시장대표BIG5그룹액티브,7690,499,-0.041147132169576106,-0.1417410714285714,-0.09953161592505855,16
482030,KoAct 반도체&2차전지핵심소재액티브,9030,3881,0.0433275563258233,-0.19875776397515532,0.12159980126692327,16
464310,TIGER 글로벌AI&로보틱스 INDXX,13575,13545,-0.02896995708154504,-0.1732643118148599,-0.031049250535331918,16
390400,KODEX 미국스마트모빌리티S&P,6870,4109,-0.061475409836065587,-0.22002724795640327,-0.04063678257226644,16
139230,TIGER 200 중공업,13215,68037,0.07134171057965144,-0.1964611455673112,0.06298262548262556,16
261920,ACE MSCI필리핀(합성),11880,425,-0.06419850334777466,-0.13474144209759653,-0.10163339382940106,15
419420,KODEX 미국클린에너지나스닥,8705,2338,-0.05122615803814712,-0.32055885107711524,0.13390647388302712,15
388280,RISE K엔터&여행레저,7000,11359,0.028655400440852352,-0.1561181434599156,-0.07529722589167764,15
445150,KODEX 친환경조선해운액티브,28120,2119,0.01589595375722541,-0.13776714806978807,-0.048231511254019255,15
440910,WON 미국우주항공방산,22865,16254,-0.10788138899726885,-0.22082126426989268,0.035834012865815,15
451150,에셋플러스 글로벌영에이지액티브,17125,21,-0.040078475336322916,-0.11315380631797001,-0.16686937484796882,15
441540,HANARO Fn조선해운,26970,5112,0.02489074672240177,-0.1253445759688665,-0.0653266331658291,15
498610,RISE 인도디지털성장,7955,222,-0.04559088182363524,-0.08341974881898839,-0.19000101822624982,14
0105D0,SOL 한국AI소프트웨어,8995,14104,-0.09233097880928354,-0.13342967244701354,-0.09869739478957917,14
395280,HANARO Fn K-게임,3365,9685,-0.06397774687065372,-0.08559782608695654,-0.210093896713615,14
0008E0,ACE 미국중심중소형제조업,11570,16120,-0.082837891399128,-0.2660957817951157,0.052296498408367365,14
0023A0,SOL 미국양자컴퓨팅TOP10,24755,216452,0.015173262251384045,-0.2870103686635944,-0.027537712130735414,14
487910,ACE 인도컨슈머파워액티브,8155,1516,-0.04058823529411759,-0.11885467314964882,-0.168281489036206,14
462010,TIGER 2차전지소재Fn,4790,1304271,0.060908084163898035,-0.19224283305227652,0.21882951653944027,13
391600,ACE 미국친환경그린테마,10365,456,-0.010973282442748089,-0.20238553289726813,-0.02419506684240258,13
300950,KODEX 게임산업,5350,35185,-0.021043000914913068,-0.08468776732249783,-0.23897581792318634,13
407830,에셋플러스 글로벌플랫폼액티브,14495,711,0.016123378899404184,-0.15456401283172938,-0.1471020888496617,13
449450,PLUS K방산,53045,222545,0.013857033639143701,-0.1904616558565433,-0.06429705415417186,13
0015K0,TIGER 미국소비트렌드액티브,6975,14,-0.03125,-0.09941897998708848,-0.2046750285062714,13
300610,TIGER K게임,5365,22401,0.0018674136321195078,-0.045373665480427094,-0.24912526242127364,12
157490,TIGER 소프트웨어,7900,72590,-0.06839622641509435,-0.11086100168823865,-0.16842105263157892,12
455860,SOL 2차전지소부장Fn,4455,197384,0.06451612903225801,-0.18704379562043794,0.14671814671814665,12
400970,TIGER Fn메타버스,7115,1829,-0.04303967720242097,-0.1955907292255512,-0.11559975139838408,12
478150,TIME 글로벌우주테크&방산액티브,18485,139938,-0.07436154231347025,-0.2037475769976308,-0.04554138482986525,12
364970,TIGER 바이오TOP10,6680,729151,-0.13133940182054615,-0.03677000720980539,-0.16708229426433918,12
486450,SOL 미국AI전력인프라,19185,15073,-0.02416073245167849,-0.25437232802176446,-0.005443234836702948,12
300640,RISE 게임테마,6315,1914,-0.014051522248243575,-0.04318181818181821,-0.2557454331172657,11
412770,TIGER 글로벌AI플랫폼액티브,12535,8019,0.009665726943213881,-0.259816947150871,-0.13593437650789275,11
453810,KODEX 인도Nifty50,11310,52806,-0.04111911827045356,-0.13822005486132272,-0.1450600952452944,11
469070,RISE AI&로봇,10985,128368,-0.020071364852810025,-0.14811942613416051,0.04469805040418451,11
477730,KODEX 인도타타그룹,7170,1892,-0.051587301587301626,-0.1480513307984791,-0.14428929466523455,11
364990,TIGER 게임TOP10,4455,35421,-0.06993736951983298,-0.1160714285714286,-0.23453608247422686,11
200250,KIWOOM 인도Nifty50(합성),20735,5134,-0.043147208121827374,-0.13962655601659746,-0.158652870764861,10
414270,ACE 글로벌자율주행액티브,11650,2953,-0.027545909849749584,-0.1878703380968979,-0.13530765234172049,10
457480,ACE 테슬라밸류체인액티브,18645,237338,0.005663430420711935,-0.22312500000000002,-0.052109811896288716,10
354350,HANARO 글로벌럭셔리S&P(합성),18300,1133,-0.07271345325563716,-0.18485523385300673,-0.13311226906679297,10
442320,RISE 글로벌원자력,35205,9437,0.01851583972226245,-0.19468844359044746,-0.02107721825209241,10
454180,KIWOOM 차이나내수소비TOP CSI,7365,532,-0.04721862871927551,-0.0659480025364616,-0.2177376526818906,10
0094X0,1Q 샤오미밸류체인액티브,8305,1934,-0.02922267679719459,-0.10660499139414803,-0.23939921238208628,9
304770,HANARO 코스닥150,13840,3318,0.0,-0.20619443647834812,-0.031151557577878908,9
316670,KIWOOM 코스닥150,6925,78198,-0.003597122302158251,-0.2012687427912342,-0.030790762771168656,9
322400,HANARO e커머스,9600,7428,-0.06841339155749637,-0.12885662431941924,-0.19631645039765588,9
354500,ACE 코스닥150,13965,50106,0.00035816618911166387,-0.20630861040068205,-0.031217481789802326,9
453870,TIGER 인도니프티50,11060,33676,-0.04449244060475166,-0.14995004227192377,-0.14995004227192377,9
229200,KODEX 코스닥150,13830,16926883,0.0014482259232440065,-0.2042577675489068,-0.03015427769985979,9
0007G0,PLUS 글로벌원자력밸류체인,13125,4276,-0.021982116244411376,-0.2055084745762712,-0.14338859156768047,8
270810,RISE 코스닥150,13765,130930,0.0,-0.204335260115607,-0.032337434094903306,8
301400,PLUS 코스닥150,13915,940,-0.0017934002869440802,-0.20667046750285067,-0.03735731580767898,8
450910,SOL 코스닥150,13560,1997,0.001477104874446189,-0.2058565153733528,-0.03142857142857147,8
396510,TIGER 차이나클린에너지SOLACTIVE,6985,1323,-0.052881355932203444,-0.2537393162393162,-0.027700445434298393,8
232080,TIGER 코스닥150,14085,10748721,0.00035511363636353543,-0.2060315670800451,-0.03922237380627558,8
410870,TIME K컬처액티브,9135,8816,-0.03791469194312791,-0.12833969465648853,-0.29323017408123786,7
266420,KODEX 헬스케어,15900,22180,-0.09375890567113143,-0.09607731665719155,-0.1835686777920411,7
143860,TIGER 헬스케어,35010,13505,-0.091475282210977,-0.10103992810373608,-0.18732590529247906,7
228800,TIGER 여행레저,2625,133904,0.023391812865497075,-0.08854166666666663,-0.3073878627968337,7
456250,KODEX 유럽명품TOP10 STOXX,8165,3400,-0.08923591745677639,-0.18472291562656018,-0.20828081062736348,7
0047N0,PLUS 차이나AI테크TOP10,9300,5684,-0.10662824207492794,-0.14522058823529416,-0.24217731421121247,7
466920,SOL 조선TOP3플러스,27710,600362,0.02081414625161182,-0.21855611957134802,-0.1458076448828607,6
0065G0,KODEX 차이나테크TOP10,8400,7774,-0.07386990077177513,-0.12817851582771145,-0.297423887587822,6
371870,ACE 차이나항셍테크,6510,14171,-0.07198859586600137,-0.12734584450402142,-0.3101621277948501,6
494670,TIGER 조선TOP10,21960,431041,0.023776223776223793,-0.2013093289689034,-0.1335227272727273,6
371150,RISE 차이나항셍테크,6510,24122,-0.07396870554765289,-0.13014430785676112,-0.3098696066998834,6
0067V0,TIGER 차이나글로벌리더스TOP3+,9325,988,-0.1127497621313035,-0.18309242225142353,-0.2485292932548956,6
372330,KODEX 차이나항셍테크,6665,326478,-0.07558945908460468,-0.12864426722447375,-0.30767632699698766,6
0078V0,PLUS 미국로보택시,9125,143,-0.05976300875837193,-0.15704387990762125,-0.29148225793928095,5
483020,KIWOOM 의료AI,8915,1620,-0.0546129374337222,-0.05360934182590238,-0.20685053380782914,5
0094L0,RISE 차이나테크TOP10위클리타겟커버드콜,7140,2307,-0.09996218328501194,-0.1439875314710466,-0.28742514970059885,5
371160,TIGER 차이나항셍테크,6660,395494,-0.07628294036061023,-0.1321344800625489,-0.3113431909833523,5
0001P0,마이티 바이오시밀러&CDMO액티브,8520,2270,-0.08288482238966632,-0.10031678986272441,-0.15476190476190477,5
427120,RISE AI플랫폼,5040,4394,-0.052631578947368474,-0.027965284474445462,-0.3647592639274011,5
413220,SOL 차이나태양광CSI(합성),4435,4906,-0.057385759829968075,-0.296031746031746,-0.10313447927199193,4
365000,TIGER 인터넷TOP10,3560,46676,-0.02732240437158473,-0.18721461187214616,-0.25210084033613445,4
395150,KODEX 웹툰&드라마,1827,97160,0.016129032258064502,-0.019849785407725307,-0.4521739130434783,4
253280,RISE 헬스케어,11930,939,-0.09723798713583054,-0.10936916759985071,-0.22254806125773863,4
0079X0,ACE BYD밸류체인액티브,9610,1379,-0.07194591984548526,-0.18317042073948153,-0.2563646212179834,4
266360,KODEX K콘텐츠,9325,18783,-0.06234288587229764,-0.11820330969267134,-0.31484202792064664,4
419430,KODEX 차이나2차전지MSCI(합성),8500,1839,-0.13043478260869568,-0.31617055510860825,-0.09670563230605733,3
0067Y0,TIGER 차이나AI소프트웨어,10010,5136,-0.06797020484171323,-0.30437804030576787,-0.24390059672180675,3
371460,TIGER 차이나전기차SOLACTIVE,9480,125087,-0.10227272727272729,-0.2869499811959383,-0.2391653290529695,3
256440,ACE MSCI인도네시아(합성),5115,36127,-0.0448179271708683,-0.0994718309859155,-0.38676417695719933,3
0051G0,SOL 미국원자력SMR,12525,21237,-0.05614167294649586,-0.2383703253268471,-0.29543792540923663,3
0048K0,KODEX 차이나휴머노이드로봇,8085,458186,-0.05769230769230771,-0.2754727126086567,-0.3194444444444444,3
407820,에셋플러스 코리아플랫폼액티브,6035,20010,-0.004946413849958753,-0.2033003300330033,-0.2525390141193956,3
498050,HANARO 바이오코리아액티브,9895,3720,-0.08422026839426189,-0.17985909656029841,-0.2615671641791045,2
0090B0,PLUS K방산소부장,7130,34596,0.10628394103956551,-0.19887640449438204,-0.41681662031735645,2
0053L0,TIGER 차이나휴머노이드로봇,9255,280679,-0.06562342251388187,-0.2787000233808744,-0.3273004797208897,2
307510,TIGER 의료기기,11925,4221,-0.034803723188992275,-0.12784319461712867,-0.3464679125335671,2
475050,ACE KPOP포커스,6925,325203,0.058868501529051986,-0.11783439490445857,-0.44710578842315374,2
244580,KODEX 바이오,7820,324447,-0.057263411693791455,-0.15230352303523031,-0.25023969319271333,2
228810,TIGER 미디어컨텐츠,3060,167607,0.00990099009900991,-0.13068181818181823,-0.5523043160204828,1
462900,KoAct 바이오헬스케어액티브,12720,546921,-0.09851169383416014,-0.21457239888854585,-0.29898043538164787,1
464610,SOL 의료기기소부장Fn,6805,38828,-0.06588881262868906,-0.15883807169344866,-0.42109740535942153,1
360150,KODEX 코스닥150롱코스피200숏선물,3025,34950,0.0016556291390728006,0.02368866328257191,-0.6170886075949367,1
463050,TIME K바이오액티브,11290,422494,-0.11311861743912022,-0.18424855491329484,-0.25107794361525704,1
395290,HANARO Fn K-POP&미디어,4920,54102,0.028213166144200663,-0.12997347480106103,-0.4765957446808511,1
0000Z0,RISE 바이오TOP10액티브,8130,125350,-0.10165745856353592,-0.2506912442396313,-0.38315629742033386,0
261070,TIGER 코스닥150바이오테크,11045,121198,-0.1510376633358954,-0.23906303823630726,-0.3374325134973005,0
476000,UNICORN 포스트IPO액티브,5040,148,-0.03170028818443804,-0.27062228654124454,-0.5135135135135135,0
